primary_title,runtime_minutes,genres,averagerating,numvotes,production_budget,worldwide_gross,year,ROI
Child 44,137,Crime,6.5,59477,50000000,8004221,2015,-84
Child 44,137,Drama,6.5,59477,50000000,8004221,2015,-84
Child 44,137,History,6.5,59477,50000000,8004221,2015,-84
Sgt. Stubby: An American Hero,84,Adventure,6.9,1225,25000000,3645957,2018,-85
Sgt. Stubby: An American Hero,84,Animation,6.9,1225,25000000,3645957,2018,-85
Sgt. Stubby: An American Hero,84,Family,6.9,1225,25000000,3645957,2018,-85
Stranded,84,Horror,3.5,3704,1900000,285593,2013,-85
Stranded,84,Sci-Fi,3.5,3704,1900000,285593,2013,-85
Wild Card,92,Action,5.6,46463,30000000,4315789,2015,-86
Wild Card,92,Crime,5.6,46463,30000000,4315789,2015,-86
Wild Card,92,Drama,5.6,46463,30000000,4315789,2015,-86
The Bounce Back,104,Comedy,5.0,492,3000000,421404,2016,-86
The Bounce Back,104,Romance,5.0,492,3000000,421404,2016,-86
Emily,83,Drama,6.8,13,27000,3547,2017,-87
The Promise,114,Drama,6.1,629,90000000,10551417,2017,-88
The Promise,114,Horror,6.1,629,90000000,10551417,2017,-88
The Promise,114,Thriller,6.1,629,90000000,10551417,2017,-88
Absentia,87,Drama,5.8,15507,70000,8555,2011,-88
Absentia,87,Horror,5.8,15507,70000,8555,2011,-88
Absentia,87,Mystery,5.8,15507,70000,8555,2011,-88
The Square,108,Documentary,8.1,7998,1500000,176262,2013,-88
The Square,108,Drama,8.1,7998,1500000,176262,2013,-88
The Square,108,History,8.1,7998,1500000,176262,2013,-88
Machine Gun Preacher,129,Action,6.8,60074,30000000,3721988,2011,-88
Machine Gun Preacher,129,Biography,6.8,60074,30000000,3721988,2011,-88
Machine Gun Preacher,129,Crime,6.8,60074,30000000,3721988,2011,-88
Zulu,110,Crime,6.7,16607,16000000,1844228,2013,-88
Zulu,110,Drama,6.7,16607,16000000,1844228,2013,-88
Zulu,110,Thriller,6.7,16607,16000000,1844228,2013,-88
Creature,93,Horror,3.7,2723,3000000,331000,2011,-89
50 to 1,110,Drama,6.6,1739,10000000,1069454,2014,-89
Rudderless,105,Comedy,7.5,16303,5000000,567219,2014,-89
Rudderless,105,Drama,7.5,16303,5000000,567219,2014,-89
Rudderless,105,Music,7.5,16303,5000000,567219,2014,-89
My All-American,118,Biography,7.2,5058,20000000,2246000,2015,-89
My All-American,118,Drama,7.2,5058,20000000,2246000,2015,-89
My All-American,118,Sport,7.2,5058,20000000,2246000,2015,-89
There Be Dragons,122,Biography,5.8,4326,36000000,4020990,2011,-89
There Be Dragons,122,Drama,5.8,4326,36000000,4020990,2011,-89
There Be Dragons,122,War,5.8,4326,36000000,4020990,2011,-89
Kill the Irishman,106,Biography,7.1,41504,12000000,1188194,2011,-90
Kill the Irishman,106,Crime,7.1,41504,12000000,1188194,2011,-90
Kill the Irishman,106,Drama,7.1,41504,12000000,1188194,2011,-90
Camp X-Ray,117,Drama,6.9,36700,1000000,101053,2014,-90
Camp X-Ray,117,War,6.9,36700,1000000,101053,2014,-90
Darling Companion,103,Comedy,5.1,3085,12000000,1200346,2012,-90
Darling Companion,103,Drama,5.1,3085,12000000,1200346,2012,-90
Darling Companion,103,Romance,5.1,3085,12000000,1200346,2012,-90
Hardflip,112,Action,5.6,673,1000000,96734,2012,-90
Hardflip,112,Drama,5.6,673,1000000,96734,2012,-90
Raymond Did It,83,Horror,3.3,211,40000,3632,2011,-91
Survivor,96,Action,5.6,28614,20000000,1703281,2015,-91
Survivor,96,Crime,5.6,28614,20000000,1703281,2015,-91
Survivor,96,Thriller,5.6,28614,20000000,1703281,2015,-91
Standing Ovation,105,Musical,3.3,658,5600000,531806,2010,-91
The Son of No One,90,Action,5.1,15743,15000000,1148578,2011,-92
The Son of No One,90,Crime,5.1,15743,15000000,1148578,2011,-92
The Son of No One,90,Drama,5.1,15743,15000000,1148578,2011,-92
Test,96,Drama,7.2,423,250000,18823,2014,-92
Road Hard,98,Comedy,6.1,1681,1500000,113169,2015,-92
Cargo,85,Drama,5.2,454,4200000,313230,2011,-93
Teefa in Trouble,155,Action,7.4,2724,1500000,98806,2018,-93
Teefa in Trouble,155,Comedy,7.4,2724,1500000,98806,2018,-93
Teefa in Trouble,155,Crime,7.4,2724,1500000,98806,2018,-93
Phantom,98,Drama,5.9,12786,18000000,1199510,2013,-93
Phantom,98,History,5.9,12786,18000000,1199510,2013,-93
Phantom,98,Thriller,5.9,12786,18000000,1199510,2013,-93
Phantom,76,Drama,7.7,1165,18000000,1199510,2013,-93
Tim and Eric's Billion Dollar Movie,93,Comedy,5.4,9004,3000000,223652,2012,-93
The Extra Man,108,Comedy,5.9,4580,7000000,492108,2010,-93
Late Night,102,Comedy,5.9,953,4000000,246305,2019,-94
Late Night,102,Drama,5.9,953,4000000,246305,2019,-94
Plastic,102,Action,6.0,7234,10000000,575371,2014,-94
Plastic,102,Comedy,6.0,7234,10000000,575371,2014,-94
Plastic,102,Crime,6.0,7234,10000000,575371,2014,-94
Criminal Activities,94,Crime,5.8,7739,7000000,386744,2015,-94
Criminal Activities,94,Drama,5.8,7739,7000000,386744,2015,-94
Criminal Activities,94,Thriller,5.8,7739,7000000,386744,2015,-94
Freakonomics,93,Documentary,6.4,6466,2900000,172867,2010,-94
Gunless,89,Action,6.5,3376,9900000,458054,2010,-95
Gunless,89,Comedy,6.5,3376,9900000,458054,2010,-95
Gunless,89,Drama,6.5,3376,9900000,458054,2010,-95
London Fields,118,Crime,4.3,2871,8000000,433732,2018,-95
London Fields,118,Mystery,4.3,2871,8000000,433732,2018,-95
London Fields,118,Thriller,4.3,2871,8000000,433732,2018,-95
The Masked Saint,105,Action,4.6,559,3500000,182695,2016,-95
The Masked Saint,105,Biography,4.6,559,3500000,182695,2016,-95
The Masked Saint,105,Crime,4.6,559,3500000,182695,2016,-95
Pump,88,Documentary,7.7,608,2000000,72277,2014,-96
Welcome to the Rileys,110,Drama,7.0,22210,10000000,355919,2010,-96
Not Cool,93,Comedy,4.5,5089,800000,35688,2014,-96
Not Cool,93,Drama,4.5,5089,800000,35688,2014,-96
Not Cool,93,Romance,4.5,5089,800000,35688,2014,-96
8: The Mormon Proposition,80,Documentary,7.0,1190,2500000,100280,2010,-96
All Good Things,101,Crime,6.3,49684,20000000,873617,2010,-96
All Good Things,101,Drama,6.3,49684,20000000,873617,2010,-96
All Good Things,101,Mystery,6.3,49684,20000000,873617,2010,-96
USS Indianapolis: Men of Courage,128,Action,5.2,9453,40000000,1663785,2016,-96
USS Indianapolis: Men of Courage,128,Drama,5.2,9453,40000000,1663785,2016,-96
USS Indianapolis: Men of Courage,128,History,5.2,9453,40000000,1663785,2016,-96
Middle Men,82,Action,5.8,45,20000000,754301,2010,-96
Middle Men,82,Comedy,5.8,45,20000000,754301,2010,-96
Middle Men,82,Crime,5.8,45,20000000,754301,2010,-96
Margaret,150,Drama,6.5,14708,14000000,623292,2011,-96
They Came Together,83,Comedy,5.5,19832,3000000,82780,2014,-97
They Came Together,83,Romance,5.5,19832,3000000,82780,2014,-97
Cop Car,88,Crime,6.3,27081,5000000,143658,2015,-97
Cop Car,88,Thriller,6.3,27081,5000000,143658,2015,-97
Bitter Harvest,103,Drama,6.1,3057,21000000,606162,2017,-97
Bitter Harvest,103,Romance,6.1,3057,21000000,606162,2017,-97
Bitter Harvest,103,War,6.1,3057,21000000,606162,2017,-97
Frontera,103,Drama,6.6,6861,2300000,59696,2014,-97
Frontera,103,Thriller,6.6,6861,2300000,59696,2014,-97
Frontera,103,Western,6.6,6861,2300000,59696,2014,-97
As It Is in Heaven,86,Drama,7.3,73,450000,13486,2014,-97
The History of Love,134,Drama,6.3,1024,20000000,476624,2016,-98
The History of Love,134,Romance,6.3,1024,20000000,476624,2016,-98
The History of Love,134,War,6.3,1024,20000000,476624,2016,-98
"Cinco de Mayo, La Batalla",125,Drama,6.2,799,10000000,173472,2013,-98
"Cinco de Mayo, La Batalla",125,History,6.2,799,10000000,173472,2013,-98
"Cinco de Mayo, La Batalla",125,War,6.2,799,10000000,173472,2013,-98
Karachi se Lahore,143,Adventure,6.6,1198,1000000,17721,2015,-98
Karachi se Lahore,143,Comedy,6.6,1198,1000000,17721,2015,-98
Karachi se Lahore,143,Family,6.6,1198,1000000,17721,2015,-98
The Last Days on Mars,98,Adventure,5.5,33137,10600000,261364,2013,-98
The Last Days on Mars,98,Horror,5.5,33137,10600000,261364,2013,-98
The Last Days on Mars,98,Sci-Fi,5.5,33137,10600000,261364,2013,-98
Julija in alfa Romeo,83,Comedy,5.8,116,560000,8462,2015,-98
Strangerland,112,Drama,5.2,7999,10000000,161097,2015,-98
Strangerland,112,Mystery,5.2,7999,10000000,161097,2015,-98
Strangerland,112,Thriller,5.2,7999,10000000,161097,2015,-98
Open Road,85,Action,5.5,1619,3000000,47469,2013,-98
Open Road,85,Drama,5.5,1619,3000000,47469,2013,-98
Open Road,85,Thriller,5.5,1619,3000000,47469,2013,-98
Trespass,91,Crime,5.3,39404,35000000,786532,2011,-98
Trespass,91,Drama,5.3,39404,35000000,786532,2011,-98
Trespass,91,Thriller,5.3,39404,35000000,786532,2011,-98
Kicks,80,Adventure,6.3,3789,10000000,150191,2016,-98
Kicks,80,Drama,6.3,3789,10000000,150191,2016,-98
Elsa & Fred,93,Comedy,6.5,2711,10000000,197901,2014,-98
Elsa & Fred,93,Drama,6.5,2711,10000000,197901,2014,-98
Elsa & Fred,93,Romance,6.5,2711,10000000,197901,2014,-98
Barbecue,98,Comedy,6.1,2301,10000000,247565,2014,-98
I Am Wrath,92,Action,5.4,11198,18000000,309608,2016,-98
I Am Wrath,92,Crime,5.4,11198,18000000,309608,2016,-98
I Am Wrath,92,Drama,5.4,11198,18000000,309608,2016,-98
The Word,97,Drama,4.9,344,200000,3648,2014,-98
The Word,97,Thriller,4.9,344,200000,3648,2014,-98
Air Strike,120,Action,3.3,2536,65000000,516279,2018,-99
Air Strike,120,Adventure,3.3,2536,65000000,516279,2018,-99
Air Strike,120,Drama,3.3,2536,65000000,516279,2018,-99
Salvation Boulevard,96,Action,5.3,4220,5500000,28468,2011,-99
Salvation Boulevard,96,Comedy,5.3,4220,5500000,28468,2011,-99
Salvation Boulevard,96,Drama,5.3,4220,5500000,28468,2011,-99
Dying of the Light,94,Drama,4.4,8888,5000000,74639,2014,-99
Dying of the Light,94,Thriller,4.4,8888,5000000,74639,2014,-99
The Looking Glass,110,Drama,5.8,156,300000,1711,2015,-99
The Looking Glass,110,Music,5.8,156,300000,1711,2015,-99
Circle,88,Horror,3.4,610,2000000,10024,2010,-99
Circle,88,Thriller,3.4,610,2000000,10024,2010,-99
The First Time,95,Comedy,6.9,62589,2000000,17061,2012,-99
The First Time,95,Drama,6.9,62589,2000000,17061,2012,-99
The First Time,95,Romance,6.9,62589,2000000,17061,2012,-99
The Giant Mechanical Man,95,Comedy,6.7,8921,900000,7396,2012,-99
The Giant Mechanical Man,95,Drama,6.7,8921,900000,7396,2012,-99
The Giant Mechanical Man,95,Romance,6.7,8921,900000,7396,2012,-99
5 Days of War,113,Action,5.6,13089,12000000,87793,2011,-99
5 Days of War,113,Drama,5.6,13089,12000000,87793,2011,-99
5 Days of War,113,War,5.6,13089,12000000,87793,2011,-99
Accidental Love,100,Comedy,4.1,7048,26000000,135436,2015,-99
Accidental Love,100,Romance,4.1,7048,26000000,135436,2015,-99
Blood Done Sign My Name,128,Drama,6.6,494,10000000,109383,2010,-99
Drunk Wedding,81,Comedy,4.6,729,600000,3301,2015,-99
The Harvest/La Cosecha,80,Documentary,7.1,63,560000,3709,2011,-99
Love Ranch,117,Biography,5.6,2742,25000000,146149,2010,-99
Love Ranch,117,Comedy,5.6,2742,25000000,146149,2010,-99
Love Ranch,117,Drama,5.6,2742,25000000,146149,2010,-99
Wolves,91,Action,5.3,7312,18000000,94953,2014,-99
Wolves,91,Fantasy,5.3,7312,18000000,94953,2014,-99
Wolves,91,Horror,5.3,7312,18000000,94953,2014,-99
The Kick,94,Action,5.7,780,3500000,40622,2011,-99
The Kick,94,Sport,5.7,780,3500000,40622,2011,-99
13 Sins,93,Horror,6.3,29550,4000000,47552,2014,-99
13 Sins,93,Thriller,6.3,29550,4000000,47552,2014,-99
Locker 13,90,Thriller,4.7,290,300000,3496,2014,-99
Swelter,96,Action,4.6,2536,8000000,44197,2014,-99
Swelter,96,Crime,4.6,2536,8000000,44197,2014,-99
Swelter,96,Drama,4.6,2536,8000000,44197,2014,-99
The Tempest,110,Comedy,5.4,7073,20000000,277943,2010,-99
The Tempest,110,Drama,5.4,7073,20000000,277943,2010,-99
The Tempest,110,Fantasy,5.4,7073,20000000,277943,2010,-99
The Tempest,131,Drama,7.8,94,20000000,277943,2010,-99
Vaalu,155,Comedy,4.9,701,1900000,12444,2015,-99
Vaalu,155,Romance,4.9,701,1900000,12444,2015,-99
Plush,99,Drama,5.4,3462,2000000,28864,2013,-99
Plush,99,Music,5.4,3462,2000000,28864,2013,-99
Plush,99,Thriller,5.4,3462,2000000,28864,2013,-99
Ca$h,108,Crime,6.0,8605,7000000,46488,2010,-99
Ca$h,108,Thriller,6.0,8605,7000000,46488,2010,-99
Vamps,92,Comedy,5.2,8838,16000000,94812,2012,-99
Vamps,92,Horror,5.2,8838,16000000,94812,2012,-99
Vamps,92,Romance,5.2,8838,16000000,94812,2012,-99
Foreign Letters,99,Comedy,6.9,180,40000,0,2012,-100
Foreign Letters,99,Drama,6.9,180,40000,0,2012,-100
The Final Girls,88,Comedy,6.6,30219,4500000,0,2015,-100
The Final Girls,88,Drama,6.6,30219,4500000,0,2015,-100
The Final Girls,88,Fantasy,6.6,30219,4500000,0,2015,-100
Anderson's Cross,98,Comedy,5.5,106,300000,0,2010,-100
Anderson's Cross,98,Drama,5.5,106,300000,0,2010,-100
Anderson's Cross,98,Romance,5.5,106,300000,0,2010,-100
Walter,94,Comedy,5.4,1747,700000,0,2015,-100
Walter,94,Drama,5.4,1747,700000,0,2015,-100
Closer to the Moon,112,Comedy,7.0,3585,1500000,5396,2014,-100
Closer to the Moon,112,Crime,7.0,3585,1500000,5396,2014,-100
Closer to the Moon,112,Drama,7.0,3585,1500000,5396,2014,-100
Without Men,87,Comedy,3.3,1576,4700000,0,2011,-100
Straight A's,91,Comedy,5.7,4197,2000000,0,2013,-100
Straight A's,91,Drama,5.7,4197,2000000,0,2013,-100
AWOL-72,82,Action,3.8,785,3000000,0,2015,-100
AWOL-72,82,Thriller,3.8,785,3000000,0,2015,-100
Dysfunctional Friends,111,Comedy,5.2,760,1800000,0,2012,-100
Dysfunctional Friends,111,Drama,5.2,760,1800000,0,2012,-100
The Christmas Bunny,98,Drama,6.1,662,250000,0,2010,-100
The Christmas Bunny,98,Family,6.1,662,250000,0,2010,-100
Hansel & Gretel Get Baked,86,Comedy,4.3,3225,4500000,0,2013,-100
Hansel & Gretel Get Baked,86,Horror,4.3,3225,4500000,0,2013,-100
The Hit List,90,Action,5.4,11081,6000000,0,2011,-100
The Hit List,90,Thriller,5.4,11081,6000000,0,2011,-100
Barry Munday,95,Comedy,5.9,3846,3000000,0,2010,-100
Barry Munday,95,Drama,5.9,3846,3000000,0,2010,-100
Barry Munday,95,Romance,5.9,3846,3000000,0,2010,-100
An American in Hollywood,89,Drama,7.3,200,125000,0,2014,-100
Velvet Buzzsaw,113,Horror,5.7,40213,21000000,0,2019,-100
Velvet Buzzsaw,113,Mystery,5.7,40213,21000000,0,2019,-100
Velvet Buzzsaw,113,Thriller,5.7,40213,21000000,0,2019,-100
Rust,95,Drama,5.6,404,250000,0,2010,-100
The Hadza: Last of the First,71,Documentary,7.7,10,650000,0,2014,-100
Food Chains,83,Documentary,7.2,328,913000,176,2014,-100
Snow White: A Deadly Summer,83,Horror,2.2,679,1000000,0,2012,-100
Butterfly,90,Horror,4.7,53,250000,0,2010,-100
Butterfly,90,Thriller,4.7,53,250000,0,2010,-100
Blinded by the Light,117,Biography,6.2,173,15000000,0,2019,-100
Blinded by the Light,117,Comedy,6.2,173,15000000,0,2019,-100
Blinded by the Light,117,Drama,6.2,173,15000000,0,2019,-100
A Fine Step,111,Drama,5.4,279,1000000,0,2014,-100
Crowsnest,84,Horror,3.9,1481,1200000,0,2012,-100
Crowsnest,84,Mystery,3.9,1481,1200000,0,2012,-100
Crowsnest,84,Thriller,3.9,1481,1200000,0,2012,-100
The Sound and the Shadow,90,Comedy,7.9,37,500000,0,2014,-100
The Sound and the Shadow,90,Mystery,7.9,37,500000,0,2014,-100
The Sound and the Shadow,90,Thriller,7.9,37,500000,0,2014,-100
Death Calls,90,Action,4.6,33,290000,0,2010,-100
Death Calls,90,Adventure,4.6,33,290000,0,2010,-100
Death Calls,90,Mystery,4.6,33,290000,0,2010,-100
The Timber,81,Action,4.9,1292,2100000,0,2015,-100
The Timber,81,Adventure,4.9,1292,2100000,0,2015,-100
The Timber,81,Drama,4.9,1292,2100000,0,2015,-100
Always Woodstock,97,Comedy,5.4,661,2400000,0,2014,-100
Always Woodstock,97,Music,5.4,661,2400000,0,2014,-100
Always Woodstock,97,Romance,5.4,661,2400000,0,2014,-100
Teeth and Blood,96,Action,4.0,34,300000,0,2015,-100
Teeth and Blood,96,Horror,4.0,34,300000,0,2015,-100
The Ghastly Love of Johnny X,106,Comedy,5.7,386,2000000,2436,2012,-100
The Ghastly Love of Johnny X,106,Fantasy,5.7,386,2000000,2436,2012,-100
The Ghastly Love of Johnny X,106,Musical,5.7,386,2000000,2436,2012,-100
Christmas Mail,89,Comedy,5.8,1317,2500000,0,2010,-100
Christmas Mail,89,Drama,5.8,1317,2500000,0,2010,-100
Christmas Mail,89,Family,5.8,1317,2500000,0,2010,-100
Area 51,91,Horror,4.2,11537,5000000,7556,2015,-100
Area 51,91,Sci-Fi,4.2,11537,5000000,7556,2015,-100
Area 51,91,Thriller,4.2,11537,5000000,7556,2015,-100
Into the Grizzly Maze,94,Action,5.3,7006,10000000,0,2015,-100
Into the Grizzly Maze,94,Adventure,5.3,7006,10000000,0,2015,-100
Into the Grizzly Maze,94,Drama,5.3,7006,10000000,0,2015,-100
The Curse of Downers Grove,89,Drama,4.5,1618,2000000,0,2015,-100
The Curse of Downers Grove,89,Horror,4.5,1618,2000000,0,2015,-100
The Curse of Downers Grove,89,Mystery,4.5,1618,2000000,0,2015,-100
Highway,80,Drama,6.7,195,2000000,0,2012,-100
Trade of Innocents,88,Drama,5.4,860,5800000,15091,2012,-100
Trade of Innocents,88,Thriller,5.4,860,5800000,15091,2012,-100
The Ridges,89,Drama,2.9,127,17300,0,2011,-100
The Ridges,89,Horror,2.9,127,17300,0,2011,-100
The Ridges,89,Thriller,2.9,127,17300,0,2011,-100
This Is Martin Bonner,83,Drama,6.6,846,42000,0,2013,-100
After,90,Drama,5.5,4881,650000,0,2012,-100
After,90,Fantasy,5.5,4881,650000,0,2012,-100
After,90,Mystery,5.5,4881,650000,0,2012,-100
After,83,Romance,6.3,34,650000,0,2012,-100
Freaks of Nature,92,Comedy,5.9,9670,33000000,70958,2015,-100
Freaks of Nature,92,Horror,5.9,9670,33000000,70958,2015,-100
Freaks of Nature,92,Sci-Fi,5.9,9670,33000000,70958,2015,-100
Airborne,81,Comedy,3.9,2248,1200000,0,2012,-100
Airborne,81,Crime,3.9,2248,1200000,0,2012,-100
Airborne,81,Horror,3.9,2248,1200000,0,2012,-100
Truth or Die,96,Horror,5.6,8123,1000000,0,2012,-100
Truth or Die,96,Mystery,5.6,8123,1000000,0,2012,-100
True Bromance,96,Comedy,5.9,39,2000000,0,2011,-100
House at the End of the Drive,91,Horror,6.5,331,1400000,0,2014,-100
House at the End of the Drive,91,Thriller,6.5,331,1400000,0,2014,-100
Coffee Town,87,Comedy,6.6,4666,2000000,0,2013,-100
Crossroads,87,Action,7.8,8,500000,0,2015,-100
Crossroads,87,Crime,7.8,8,500000,0,2015,-100
Crossroads,87,Drama,7.8,8,500000,0,2015,-100
My Girlfriend's Boyfriend,84,Comedy,5.8,5461,1400000,0,2010,-100
My Girlfriend's Boyfriend,84,Romance,5.8,5461,1400000,0,2010,-100
Highway,77,Comedy,3.5,183,2000000,0,2012,-100
Hayride,93,Crime,3.4,622,60000,0,2012,-100
Hayride,93,Drama,3.4,622,60000,0,2012,-100
Hayride,93,Horror,3.4,622,60000,0,2012,-100
Girls Gone Dead,104,Comedy,3.5,2230,500000,0,2012,-100
Girls Gone Dead,104,Horror,3.5,2230,500000,0,2012,-100
Heroes of Dirt,98,Action,6.7,81,175000,0,2015,-100
Heroes of Dirt,98,Drama,6.7,81,175000,0,2015,-100
Heroes of Dirt,98,Sport,6.7,81,175000,0,2015,-100
Indie Game: The Movie,103,Documentary,7.7,19538,100000,0,2012,-100
Indie Game: The Movie,103,Drama,7.7,19538,100000,0,2012,-100
A True Story,96,Comedy,5.2,211,45000,0,2013,-100
Henry & Me,67,Animation,6.2,132,5000000,0,2014,-100
Henry & Me,67,Family,6.2,132,5000000,0,2014,-100
Reach Me,95,Comedy,4.9,2304,5000000,0,2014,-100
Reach Me,95,Crime,4.9,2304,5000000,0,2014,-100
Reach Me,95,Drama,4.9,2304,5000000,0,2014,-100
Born to Fly: Elizabeth Streb vs. Gravity,82,Action,6.7,47,500000,1822,2014,-100
Born to Fly: Elizabeth Streb vs. Gravity,82,Biography,6.7,47,500000,1822,2014,-100
Born to Fly: Elizabeth Streb vs. Gravity,82,Documentary,6.7,47,500000,1822,2014,-100
H.,93,Drama,5.9,443,200000,0,2014,-100
H.,93,Sci-Fi,5.9,443,200000,0,2014,-100
H.,93,Thriller,5.9,443,200000,0,2014,-100
Hidden Away,96,Drama,7.1,1820,1000000,0,2014,-100
Hidden Away,96,Romance,7.1,1820,1000000,0,2014,-100
Hush,82,Horror,6.6,79100,1000000,0,2016,-100
Hush,82,Thriller,6.6,79100,1000000,0,2016,-100
Stung,87,Action,5.1,4257,2500000,0,2015,-100
Stung,87,Adventure,5.1,4257,2500000,0,2015,-100
Stung,87,Comedy,5.1,4257,2500000,0,2015,-100
Antibirth,94,Horror,4.9,2759,2500000,0,2016,-100
Zipper,112,Drama,5.8,6120,4500000,0,2015,-100
Zipper,112,Thriller,5.8,6120,4500000,0,2015,-100
Doc Holliday's Revenge,84,Western,3.8,104,1000000,0,2014,-100
Chemical Cut,83,Drama,5.4,111,1000000,0,2016,-100
10 Days in a Madhouse,111,Drama,6.7,1114,12000000,14616,2015,-100
Pound of Flesh,104,Action,5.2,5511,7500000,0,2015,-100
Pound of Flesh,104,Thriller,5.2,5511,7500000,0,2015,-100
The Walking Deceased,88,Comedy,3.5,2914,2000000,0,2015,-100
The Walking Deceased,88,Horror,3.5,2914,2000000,0,2015,-100
Close Range,80,Action,5.0,3974,3000000,0,2015,-100
Close Range,80,Crime,5.0,3974,3000000,0,2015,-100
Dwegons and Leprechauns,98,Animation,4.2,84,20000000,0,2014,-100
#Horror,101,Crime,3.0,3092,1500000,0,2015,-100
#Horror,101,Drama,3.0,3092,1500000,0,2015,-100
#Horror,101,Horror,3.0,3092,1500000,0,2015,-100
Unnatural,89,Action,4.0,1590,3000000,0,2015,-100
Unnatural,89,Horror,4.0,1590,3000000,0,2015,-100
Unnatural,89,Sci-Fi,4.0,1590,3000000,0,2015,-100
Fugly,134,Drama,4.7,920,4500000,0,2014,-100
Fugly,134,Thriller,4.7,920,4500000,0,2014,-100
The Image Revolution,81,Biography,7.2,156,50000,0,2014,-100
The Image Revolution,81,Documentary,7.2,156,50000,0,2014,-100
Daisy Winters,90,Drama,6.8,68,4500000,0,2017,-100
American Hero,86,Action,4.9,3661,1000000,26,2015,-100
American Hero,86,Comedy,4.9,3661,1000000,26,2015,-100
American Hero,86,Drama,4.9,3661,1000000,26,2015,-100
The Prince,93,Action,4.6,16048,18000000,0,2014,-100
The Prince,93,Thriller,4.6,16048,18000000,0,2014,-100
Checkmate,102,Action,2.9,931,1500000,0,2015,-100
