primary_title,runtime_minutes,genres,averagerating,numvotes,production_budget,worldwide_gross,year,ROI
The Thing,103,Horror,6.2,111900,38000000,27573078,2011,-27
The Thing,103,Mystery,6.2,111900,38000000,27573078,2011,-27
The Thing,103,Sci-Fi,6.2,111900,38000000,27573078,2011,-27
Whiskey Tango Foxtrot,112,Biography,6.6,46265,35000000,25350747,2016,-28
Whiskey Tango Foxtrot,112,Comedy,6.6,46265,35000000,25350747,2016,-28
Whiskey Tango Foxtrot,112,Drama,6.6,46265,35000000,25350747,2016,-28
Proud Mary,89,Action,4.9,6805,30000000,21709539,2018,-28
Proud Mary,89,Crime,4.9,6805,30000000,21709539,2018,-28
Proud Mary,89,Drama,4.9,6805,30000000,21709539,2018,-28
Snowden,134,Biography,7.3,119149,50000000,35380918,2016,-29
Snowden,134,Drama,7.3,119149,50000000,35380918,2016,-29
Snowden,134,Thriller,7.3,119149,50000000,35380918,2016,-29
Anomalisa,90,Animation,7.3,58010,8000000,5706168,2015,-29
Anomalisa,90,Comedy,7.3,58010,8000000,5706168,2015,-29
Anomalisa,90,Drama,7.3,58010,8000000,5706168,2015,-29
Out of the Furnace,116,Crime,6.8,99037,22000000,15434375,2013,-30
Out of the Furnace,116,Drama,6.8,99037,22000000,15434375,2013,-30
Out of the Furnace,116,Thriller,6.8,99037,22000000,15434375,2013,-30
The Finest Hours,117,Action,6.8,55981,70000000,49252761,2016,-30
The Finest Hours,117,Drama,6.8,55981,70000000,49252761,2016,-30
The Finest Hours,117,History,6.8,55981,70000000,49252761,2016,-30
Conan the Barbarian,113,Action,5.2,90834,90000000,63356133,2011,-30
Conan the Barbarian,113,Adventure,5.2,90834,90000000,63356133,2011,-30
Conan the Barbarian,113,Fantasy,5.2,90834,90000000,63356133,2011,-30
Aloha,105,Comedy,5.4,54646,37000000,25387091,2015,-31
Aloha,105,Drama,5.4,54646,37000000,25387091,2015,-31
Aloha,105,Romance,5.4,54646,37000000,25387091,2015,-31
My Soul to Take,107,Horror,4.8,18381,25000000,16727470,2010,-33
My Soul to Take,107,Mystery,4.8,18381,25000000,16727470,2010,-33
My Soul to Take,107,Thriller,4.8,18381,25000000,16727470,2010,-33
Baahubali: The Beginning,159,Action,8.1,93243,40000000,26736665,2015,-33
Baahubali: The Beginning,159,Drama,8.1,93243,40000000,26736665,2015,-33
The Signal,97,Drama,6.1,58407,4000000,2665322,2014,-33
The Signal,97,Mystery,6.1,58407,4000000,2665322,2014,-33
The Signal,97,Sci-Fi,6.1,58407,4000000,2665322,2014,-33
Queen of Katwe,124,Biography,7.4,13039,15000000,10055481,2016,-33
Queen of Katwe,124,Drama,7.4,13039,15000000,10055481,2016,-33
Queen of Katwe,124,Sport,7.4,13039,15000000,10055481,2016,-33
Wild Target,98,Action,6.8,33915,8000000,5314194,2010,-34
Wild Target,98,Comedy,6.8,33915,8000000,5314194,2010,-34
Wild Target,98,Crime,6.8,33915,8000000,5314194,2010,-34
Getaway,90,Action,4.4,22157,18000000,11813989,2013,-34
Getaway,90,Crime,4.4,22157,18000000,11813989,2013,-34
Getaway,90,Thriller,4.4,22157,18000000,11813989,2013,-34
Four Lions,97,Comedy,7.3,66209,3750000,2436111,2010,-35
Four Lions,97,Crime,7.3,66209,3750000,2436111,2010,-35
Four Lions,97,Drama,7.3,66209,3750000,2436111,2010,-35
Only the Brave,134,Action,7.7,45482,38000000,24555177,2017,-35
Only the Brave,134,Biography,7.7,45482,38000000,24555177,2017,-35
Only the Brave,134,Drama,7.7,45482,38000000,24555177,2017,-35
Dead Man Down,118,Action,6.5,61238,30000000,19599974,2013,-35
Dead Man Down,118,Crime,6.5,61238,30000000,19599974,2013,-35
Dead Man Down,118,Drama,6.5,61238,30000000,19599974,2013,-35
The Other Dream Team,89,Documentary,8.4,3332,500000,314444,2012,-37
The Other Dream Team,89,Sport,8.4,3332,500000,314444,2012,-37
Sin City: A Dame to Kill For,102,Crime,6.5,140666,65000000,40650842,2014,-37
Sin City: A Dame to Kill For,102,Thriller,6.5,140666,65000000,40650842,2014,-37
The Apparition,83,Horror,4.1,18112,17000000,10637281,2012,-37
The Apparition,83,Thriller,4.1,18112,17000000,10637281,2012,-37
Big Miracle,107,Biography,6.5,17585,40000000,25268680,2012,-37
Big Miracle,107,Drama,6.5,17585,40000000,25268680,2012,-37
Big Miracle,107,Family,6.5,17585,40000000,25268680,2012,-37
Jab Tak Hai Jaan,176,Drama,6.8,48364,9200000,5806666,2012,-37
Jab Tak Hai Jaan,176,Romance,6.8,48364,9200000,5806666,2012,-37
Tusk,102,Comedy,5.3,40827,3000000,1887554,2014,-37
Tusk,102,Drama,5.3,40827,3000000,1887554,2014,-37
Tusk,102,Horror,5.3,40827,3000000,1887554,2014,-37
31,102,Horror,5.1,15055,1500000,922727,2016,-38
31,102,Thriller,5.1,15055,1500000,922727,2016,-38
R.I.P.D.,96,Action,5.6,109078,130000000,79076678,2013,-39
R.I.P.D.,96,Adventure,5.6,109078,130000000,79076678,2013,-39
R.I.P.D.,96,Comedy,5.6,109078,130000000,79076678,2013,-39
Gotti,112,Biography,4.8,10358,10000000,6089100,2018,-39
Gotti,112,Crime,4.8,10358,10000000,6089100,2018,-39
Gotti,112,Drama,4.8,10358,10000000,6089100,2018,-39
Pride and Prejudice and Zombies,108,Action,5.8,46187,28000000,16638300,2016,-41
Pride and Prejudice and Zombies,108,Comedy,5.8,46187,28000000,16638300,2016,-41
Pride and Prejudice and Zombies,108,Horror,5.8,46187,28000000,16638300,2016,-41
Redemption,100,Action,6.2,61317,23000000,13593473,2013,-41
Redemption,100,Crime,6.2,61317,23000000,13593473,2013,-41
Redemption,100,Drama,6.2,61317,23000000,13593473,2013,-41
"Roman J. Israel, Esq.",122,Crime,6.4,23632,22000000,12967012,2017,-41
"Roman J. Israel, Esq.",122,Drama,6.4,23632,22000000,12967012,2017,-41
"Roman J. Israel, Esq.",122,Thriller,6.4,23632,22000000,12967012,2017,-41
Redemption,106,Drama,8.4,5,23000000,13593473,2013,-41
Redemption,106,Mystery,8.4,5,23000000,13593473,2013,-41
Redemption,106,Thriller,8.4,5,23000000,13593473,2013,-41
Redemption,110,Family,4.6,25,23000000,13593473,2013,-41
Redemption,110,Horror,4.6,25,23000000,13593473,2013,-41
Redemption,110,Romance,4.6,25,23000000,13593473,2013,-41
Veronica Mars,107,Crime,6.8,46751,6000000,3485383,2014,-42
Veronica Mars,107,Drama,6.8,46751,6000000,3485383,2014,-42
Veronica Mars,107,Mystery,6.8,46751,6000000,3485383,2014,-42
Anonymous,130,Drama,6.9,37932,27500000,15815509,2011,-42
Anonymous,130,Thriller,6.9,37932,27500000,15815509,2011,-42
Repo Men,111,Action,6.3,96144,32000000,18195238,2010,-43
Repo Men,111,Crime,6.3,96144,32000000,18195238,2010,-43
Repo Men,111,Sci-Fi,6.3,96144,32000000,18195238,2010,-43
Underdogs,102,Drama,5.8,882,2500000,1392649,2013,-44
Underdogs,102,Family,5.8,882,2500000,1392649,2013,-44
Underdogs,102,Sport,5.8,882,2500000,1392649,2013,-44
The Runaways,106,Biography,6.6,43792,9500000,5278632,2010,-44
The Runaways,106,Drama,6.6,43792,9500000,5278632,2010,-44
The Runaways,106,Music,6.6,43792,9500000,5278632,2010,-44
Underdogs,106,Adventure,6.5,8197,2500000,1392649,2013,-44
Underdogs,106,Animation,6.5,8197,2500000,1392649,2013,-44
Underdogs,106,Family,6.5,8197,2500000,1392649,2013,-44
The Space Between Us,120,Adventure,6.4,41031,30000000,16481405,2017,-45
The Space Between Us,120,Drama,6.4,41031,30000000,16481405,2017,-45
The Space Between Us,120,Romance,6.4,41031,30000000,16481405,2017,-45
UglyDolls,87,Adventure,4.5,1176,45000000,24644664,2019,-45
UglyDolls,87,Animation,4.5,1176,45000000,24644664,2019,-45
UglyDolls,87,Comedy,4.5,1176,45000000,24644664,2019,-45
23 Blast,98,Drama,6.5,1567,1000000,549185,2014,-45
23 Blast,98,Family,6.5,1567,1000000,549185,2014,-45
23 Blast,98,Sport,6.5,1567,1000000,549185,2014,-45
Heli,105,Crime,6.8,4379,1000000,552614,2013,-45
Heli,105,Drama,6.8,4379,1000000,552614,2013,-45
Heli,105,Romance,6.8,4379,1000000,552614,2013,-45
Two Night Stand,86,Comedy,6.4,60510,1600000,868081,2014,-46
Two Night Stand,86,Romance,6.4,60510,1600000,868081,2014,-46
Centurion,97,Action,6.4,74085,15000000,7885048,2010,-47
Centurion,97,Adventure,6.4,74085,15000000,7885048,2010,-47
Centurion,97,Drama,6.4,74085,15000000,7885048,2010,-47
Sabotage,109,Action,5.7,55597,35000000,18376443,2014,-47
Sabotage,109,Crime,5.7,55597,35000000,18376443,2014,-47
Sabotage,109,Drama,5.7,55597,35000000,18376443,2014,-47
Beautiful Boy,120,Biography,7.3,30368,25000000,13031424,2018,-48
Beautiful Boy,120,Drama,7.3,30368,25000000,13031424,2018,-48
Your Highness,102,Adventure,5.5,92940,50000000,26121638,2011,-48
Your Highness,102,Comedy,5.5,92940,50000000,26121638,2011,-48
Your Highness,102,Fantasy,5.5,92940,50000000,26121638,2011,-48
A Thousand Words,91,Comedy,5.9,36387,40000000,20790486,2012,-48
A Thousand Words,91,Drama,5.9,36387,40000000,20790486,2012,-48
Stolen,96,Action,5.5,41313,35000000,17967746,2012,-49
Stolen,96,Crime,5.5,41313,35000000,17967746,2012,-49
Stolen,96,Thriller,5.5,41313,35000000,17967746,2012,-49
Silence,161,Adventure,7.2,85242,46500000,23726626,2016,-49
Silence,161,Drama,7.2,85242,46500000,23726626,2016,-49
Silence,161,History,7.2,85242,46500000,23726626,2016,-49
Extraordinary Measures,106,Drama,6.5,15673,31000000,15826984,2010,-49
Mortdecai,107,Action,5.5,61366,60000000,30396134,2015,-49
Mortdecai,107,Comedy,5.5,61366,60000000,30396134,2015,-49
Mortdecai,107,Crime,5.5,61366,60000000,30396134,2015,-49
The Homesman,122,Drama,6.6,27724,16000000,8217571,2014,-49
The Homesman,122,Western,6.6,27724,16000000,8217571,2014,-49
Attack the Block,88,Action,6.7,93868,13000000,6459183,2011,-50
Attack the Block,88,Comedy,6.7,93868,13000000,6459183,2011,-50
Attack the Block,88,Sci-Fi,6.7,93868,13000000,6459183,2011,-50
Red State,88,Action,6.2,59266,4000000,1983596,2011,-50
Red State,88,Crime,6.2,59266,4000000,1983596,2011,-50
Red State,88,Horror,6.2,59266,4000000,1983596,2011,-50
Blue Like Jazz,108,Comedy,5.9,2810,1200000,595018,2012,-50
Blue Like Jazz,108,Drama,5.9,2810,1200000,595018,2012,-50
Metallica Through the Never,93,Music,7.2,15592,18000000,9082906,2013,-50
Thank You for Your Service,109,Biography,6.5,10006,20000000,9985316,2017,-50
Thank You for Your Service,109,Drama,6.5,10006,20000000,9985316,2017,-50
Thank You for Your Service,109,War,6.5,10006,20000000,9985316,2017,-50
The Art of Getting By,83,Drama,6.6,53682,4000000,1989035,2011,-50
The Art of Getting By,83,Romance,6.6,53682,4000000,1989035,2011,-50
Dhoom 3,172,Action,5.4,40466,24000000,11723620,2013,-51
Dhoom 3,172,Thriller,5.4,40466,24000000,11723620,2013,-51
The Kid Who Would Be King,120,Action,6.0,8044,59000000,28348446,2019,-52
The Kid Who Would Be King,120,Adventure,6.0,8044,59000000,28348446,2019,-52
The Kid Who Would Be King,120,Family,6.0,8044,59000000,28348446,2019,-52
Popstar: Never Stop Never Stopping,87,Comedy,6.7,47278,20000000,9537120,2016,-52
Popstar: Never Stop Never Stopping,87,Music,6.7,47278,20000000,9537120,2016,-52
The Rum Diary,119,Comedy,6.2,94787,45000000,21544732,2011,-52
The Rum Diary,119,Drama,6.2,94787,45000000,21544732,2011,-52
The East,116,Adventure,6.8,46804,6500000,3027956,2013,-53
The East,116,Drama,6.8,46804,6500000,3027956,2013,-53
The East,116,Thriller,6.8,46804,6500000,3027956,2013,-53
Jem and the Holograms,118,Adventure,4.1,6683,5000000,2368937,2015,-53
Jem and the Holograms,118,Drama,4.1,6683,5000000,2368937,2015,-53
Jem and the Holograms,118,Family,4.1,6683,5000000,2368937,2015,-53
The Neon Demon,117,Horror,6.2,72359,7500000,3559803,2016,-53
The Neon Demon,117,Thriller,6.2,72359,7500000,3559803,2016,-53
Higher Ground,109,Drama,6.3,2869,1800000,842693,2011,-53
Free State of Jones,139,Action,6.9,45135,50000000,23237252,2016,-54
Free State of Jones,139,Biography,6.9,45135,50000000,23237252,2016,-54
Free State of Jones,139,Drama,6.9,45135,50000000,23237252,2016,-54
The Gunman,115,Action,5.8,36053,40000000,18594227,2015,-54
The Gunman,115,Crime,5.8,36053,40000000,18594227,2015,-54
The Gunman,115,Drama,5.8,36053,40000000,18594227,2015,-54
Max Steel,92,Action,4.6,16788,10000000,4563080,2016,-54
Max Steel,92,Adventure,4.6,16788,10000000,4563080,2016,-54
Max Steel,92,Family,4.6,16788,10000000,4563080,2016,-54
Serenity,106,Drama,5.3,17904,25000000,11367029,2019,-55
Serenity,106,Mystery,5.3,17904,25000000,11367029,2019,-55
Serenity,106,Sci-Fi,5.3,17904,25000000,11367029,2019,-55
Straw Dogs,110,Action,5.8,30924,25000000,11253821,2011,-55
Straw Dogs,110,Drama,5.8,30924,25000000,11253821,2011,-55
Straw Dogs,110,Thriller,5.8,30924,25000000,11253821,2011,-55
A Most Violent Year,125,Crime,7.0,60165,20000000,8846875,2014,-56
A Most Violent Year,125,Drama,7.0,60165,20000000,8846875,2014,-56
A Most Violent Year,125,Thriller,7.0,60165,20000000,8846875,2014,-56
The Infiltrator,127,Biography,7.0,61547,47500000,20718104,2016,-56
The Infiltrator,127,Crime,7.0,61547,47500000,20718104,2016,-56
The Infiltrator,127,Drama,7.0,61547,47500000,20718104,2016,-56
The Young Messiah,111,Drama,5.6,2882,16800000,7313697,2016,-56
The Young Messiah,111,Fantasy,5.6,2882,16800000,7313697,2016,-56
Midnight Special,112,Action,6.6,67921,18000000,7680250,2016,-57
Midnight Special,112,Drama,6.6,67921,18000000,7680250,2016,-57
Midnight Special,112,Mystery,6.6,67921,18000000,7680250,2016,-57
Happy Christmas,82,Comedy,5.5,7217,70000,30312,2014,-57
Happy Christmas,82,Drama,5.5,7217,70000,30312,2014,-57
Dark Phoenix,113,Action,6.0,24451,350000000,149762350,2019,-57
Dark Phoenix,113,Adventure,6.0,24451,350000000,149762350,2019,-57
Dark Phoenix,113,Sci-Fi,6.0,24451,350000000,149762350,2019,-57
Genius,104,Biography,6.6,15611,17000000,7265283,2016,-57
Genius,104,Drama,6.6,15611,17000000,7265283,2016,-57
Dangerous Liaisons,110,Drama,5.9,1694,24200000,10447579,2012,-57
Dangerous Liaisons,110,Mystery,5.9,1694,24200000,10447579,2012,-57
Dangerous Liaisons,110,Romance,5.9,1694,24200000,10447579,2012,-57
Miss Sloane,132,Drama,7.5,52788,18000000,7719630,2016,-57
Miss Sloane,132,Thriller,7.5,52788,18000000,7719630,2016,-57
Chasing Mavericks,116,Biography,7.2,28994,20000000,8300821,2012,-58
Chasing Mavericks,116,Drama,7.2,28994,20000000,8300821,2012,-58
Chasing Mavericks,116,Sport,7.2,28994,20000000,8300821,2012,-58
Black Nativity,93,Drama,4.6,1901,17500000,7285135,2013,-58
Black Nativity,93,Family,4.6,1901,17500000,7285135,2013,-58
Black Nativity,93,Music,4.6,1901,17500000,7285135,2013,-58
Paranoia,106,Drama,5.7,33149,40000000,16340767,2013,-59
Paranoia,106,Thriller,5.7,33149,40000000,16340767,2013,-59
Bleed for This,117,Biography,6.8,21946,16000000,6603926,2016,-59
Bleed for This,117,Drama,6.8,21946,16000000,6603926,2016,-59
Bleed for This,117,Sport,6.8,21946,16000000,6603926,2016,-59
Destroyer,121,Action,6.2,13683,9000000,3681096,2018,-59
Destroyer,121,Crime,6.2,13683,9000000,3681096,2018,-59
Destroyer,121,Drama,6.2,13683,9000000,3681096,2018,-59
Take Me Home Tonight,97,Comedy,6.3,48393,19000000,7576604,2011,-60
Take Me Home Tonight,97,Drama,6.3,48393,19000000,7576604,2011,-60
Take Me Home Tonight,97,Romance,6.3,48393,19000000,7576604,2011,-60
Unfinished Business,91,Comedy,5.4,29004,35000000,13214051,2015,-62
Unfinished Business,91,Drama,5.4,29004,35000000,13214051,2015,-62
Heist,93,Action,6.1,24740,8900000,3324131,2015,-63
Heist,93,Crime,6.1,24740,8900000,3324131,2015,-63
Heist,93,Thriller,6.1,24740,8900000,3324131,2015,-63
The Rover,103,Action,6.4,40576,8500000,3180252,2014,-63
The Rover,103,Crime,6.4,40576,8500000,3180252,2014,-63
The Rover,103,Drama,6.4,40576,8500000,3180252,2014,-63
Heist,47,Action,6.4,5,8900000,3324131,2015,-63
Captive State,109,Sci-Fi,6.9,28780,25000000,8993300,2019,-64
Captive State,109,Thriller,6.9,28780,25000000,8993300,2019,-64
Restless,91,Drama,6.8,16736,8000000,2772511,2011,-65
Restless,91,Romance,6.8,16736,8000000,2772511,2011,-65
The Sisters Brothers,122,Adventure,7.0,32135,38000000,13143056,2018,-65
The Sisters Brothers,122,Comedy,7.0,32135,38000000,13143056,2018,-65
The Sisters Brothers,122,Crime,7.0,32135,38000000,13143056,2018,-65
Suspiria,152,Fantasy,6.8,37360,20000000,7034615,2018,-65
Suspiria,152,Horror,6.8,37360,20000000,7034615,2018,-65
Suspiria,152,Mystery,6.8,37360,20000000,7034615,2018,-65
Kin,102,Action,5.7,9048,30000000,10096821,2018,-66
Kin,102,Drama,5.7,9048,30000000,10096821,2018,-66
Kin,102,Sci-Fi,5.7,9048,30000000,10096821,2018,-66
A Hologram for the King,98,Comedy,6.1,36062,35000000,11846010,2016,-66
A Hologram for the King,98,Drama,6.1,36062,35000000,11846010,2016,-66
A Hologram for the King,98,Romance,6.1,36062,35000000,11846010,2016,-66
Live by Night,129,Action,6.4,47243,65000000,21774432,2016,-67
Live by Night,129,Crime,6.4,47243,65000000,21774432,2016,-67
Live by Night,129,Drama,6.4,47243,65000000,21774432,2016,-67
The Virginity Hit,86,Comedy,4.6,3696,2000000,636706,2010,-68
Rosewater,103,Biography,6.6,9836,10000000,3185717,2014,-68
Rosewater,103,Drama,6.6,9836,10000000,3185717,2014,-68
The Paperboy,107,Crime,5.8,33940,12500000,4027663,2012,-68
The Paperboy,107,Drama,5.8,33940,12500000,4027663,2012,-68
The Paperboy,107,Mystery,5.8,33940,12500000,4027663,2012,-68
Just Getting Started,91,Action,4.4,4829,22000000,6756412,2017,-69
Just Getting Started,91,Comedy,4.4,4829,22000000,6756412,2017,-69
The Devil's Double,109,Biography,7.1,58342,19100000,5965646,2011,-69
The Devil's Double,109,Drama,7.1,58342,19100000,5965646,2011,-69
The Devil's Double,109,Thriller,7.1,58342,19100000,5965646,2011,-69
Flipped,90,Comedy,7.7,74937,14000000,4289993,2010,-69
Flipped,90,Drama,7.7,74937,14000000,4289993,2010,-69
Flipped,90,Romance,7.7,74937,14000000,4289993,2010,-69
Won't Back Down,121,Drama,6.4,5915,19000000,5745503,2012,-70
Welcome to Marwen,116,Biography,6.1,8920,45000000,12874922,2018,-71
Welcome to Marwen,116,Comedy,6.1,8920,45000000,12874922,2018,-71
Welcome to Marwen,116,Drama,6.1,8920,45000000,12874922,2018,-71
Stronger,125,Drama,6.8,22,30000000,8786752,2017,-71
Stronger,119,Biography,7.0,33464,30000000,8786752,2017,-71
Stronger,119,Drama,7.0,33464,30000000,8786752,2017,-71
The Frozen Ground,105,Crime,6.4,51915,19200000,5617460,2013,-71
The Frozen Ground,105,Drama,6.4,51915,19200000,5617460,2013,-71
The Frozen Ground,105,Mystery,6.4,51915,19200000,5617460,2013,-71
The Interview,112,Comedy,6.5,286341,44000000,12342632,2014,-72
The Killer Inside Me,109,Crime,6.1,31727,13000000,3617277,2010,-72
The Killer Inside Me,109,Drama,6.1,31727,13000000,3617277,2010,-72
The Killer Inside Me,109,Horror,6.1,31727,13000000,3617277,2010,-72
The Christmas Candle,100,Drama,6.2,1538,7000000,1933829,2013,-72
The Christmas Candle,100,Family,6.2,1538,7000000,1933829,2013,-72
Deadfall,95,Crime,6.3,36491,6000000,1673635,2012,-72
Deadfall,95,Drama,6.3,36491,6000000,1673635,2012,-72
Deadfall,95,Thriller,6.3,36491,6000000,1673635,2012,-72
Blackhat,133,Action,5.4,48427,70000000,19665004,2015,-72
Blackhat,133,Crime,5.4,48427,70000000,19665004,2015,-72
Blackhat,133,Thriller,5.4,48427,70000000,19665004,2015,-72
Hobo with a Shotgun,86,Action,6.1,41633,3000000,834953,2011,-72
Hobo with a Shotgun,86,Comedy,6.1,41633,3000000,834953,2011,-72
Hobo with a Shotgun,86,Horror,6.1,41633,3000000,834953,2011,-72
Action Point,85,Comedy,5.0,6657,19000000,5103675,2018,-73
Blackthorn,102,Action,6.6,8553,4500000,1217307,2011,-73
Blackthorn,102,Adventure,6.6,8553,4500000,1217307,2011,-73
Blackthorn,102,Western,6.6,8553,4500000,1217307,2011,-73
Tulip Fever,105,Drama,6.2,15037,25000000,6792768,2017,-73
Tulip Fever,105,History,6.2,15037,25000000,6792768,2017,-73
Tulip Fever,105,Romance,6.2,15037,25000000,6792768,2017,-73
Mars Needs Moms,88,Adventure,5.4,19823,150000000,39549758,2011,-74
Mars Needs Moms,88,Animation,5.4,19823,150000000,39549758,2011,-74
Mars Needs Moms,88,Family,5.4,19823,150000000,39549758,2011,-74
The D Train,101,Comedy,5.0,10066,3000000,772366,2015,-74
The D Train,101,Drama,5.0,10066,3000000,772366,2015,-74
Escape from Tomorrow,90,Drama,5.2,8665,650000,171962,2013,-74
Escape from Tomorrow,90,Fantasy,5.2,8665,650000,171962,2013,-74
Escape from Tomorrow,90,Horror,5.2,8665,650000,171962,2013,-74
Hands of Stone,111,Action,6.6,12851,20000000,5031975,2016,-75
Hands of Stone,111,Biography,6.6,12851,20000000,5031975,2016,-75
Hands of Stone,111,Drama,6.6,12851,20000000,5031975,2016,-75
Believe,119,Drama,5.0,338,3500000,890303,2016,-75
The Canyons,99,Drama,3.8,9838,250000,62375,2013,-75
The Canyons,99,Thriller,3.8,9838,250000,62375,2013,-75
Brotherly Love,89,Drama,6.7,1587,1900000,478595,2015,-75
Freeheld,103,Biography,6.5,10534,7000000,1732228,2015,-75
Freeheld,103,Drama,6.5,10534,7000000,1732228,2015,-75
Freeheld,103,Romance,6.5,10534,7000000,1732228,2015,-75
Bucky Larson: Born to Be a Star,97,Comedy,3.3,10648,10000000,2529395,2011,-75
Mandy,121,Action,6.6,44378,6000000,1427656,2018,-76
Mandy,121,Fantasy,6.6,44378,6000000,1427656,2018,-76
Mandy,121,Horror,6.6,44378,6000000,1427656,2018,-76
The Fifth Estate,128,Biography,6.2,36392,26000000,6154172,2013,-76
The Fifth Estate,128,Drama,6.2,36392,26000000,6154172,2013,-76
The Fifth Estate,128,Thriller,6.2,36392,26000000,6154172,2013,-76
The Beaver,91,Drama,6.7,45173,21000000,5046038,2011,-76
Another Happy Day,119,Comedy,6.0,3793,4000000,978527,2011,-76
Another Happy Day,119,Drama,6.0,3793,4000000,978527,2011,-76
Bone Tomahawk,132,Adventure,7.1,70298,2000000,475846,2015,-76
Bone Tomahawk,132,Drama,7.1,70298,2000000,475846,2015,-76
Bone Tomahawk,132,Horror,7.1,70298,2000000,475846,2015,-76
Maggie,95,Drama,5.6,38671,4500000,1027760,2015,-77
Maggie,95,Horror,5.6,38671,4500000,1027760,2015,-77
The Nutcracker in 3D,110,Action,4.3,3119,90000000,20466016,2010,-77
The Nutcracker in 3D,110,Family,4.3,3119,90000000,20466016,2010,-77
The Nutcracker in 3D,110,Fantasy,4.3,3119,90000000,20466016,2010,-77
The Disappointments Room,85,Drama,3.9,8167,15000000,3503761,2016,-77
The Disappointments Room,85,Horror,3.9,8167,15000000,3503761,2016,-77
The Disappointments Room,85,Thriller,3.9,8167,15000000,3503761,2016,-77
Rock the Kasbah,106,Comedy,5.5,9587,15000000,3386153,2015,-77
Rock the Kasbah,106,Music,5.5,9587,15000000,3386153,2015,-77
Rock the Kasbah,106,War,5.5,9587,15000000,3386153,2015,-77
Jonah Hex,81,Action,4.7,51860,47000000,11022696,2010,-77
Jonah Hex,81,Drama,4.7,51860,47000000,11022696,2010,-77
Jonah Hex,81,Fantasy,4.7,51860,47000000,11022696,2010,-77
Speak No Evil,74,Horror,3.6,534,150000,32927,2013,-78
Greater,130,Biography,7.2,3438,9000000,2000093,2016,-78
Greater,130,Family,7.2,3438,9000000,2000093,2016,-78
Greater,130,Sport,7.2,3438,9000000,2000093,2016,-78
Ain't Them Bodies Saints,96,Crime,6.4,19464,5000000,1075009,2013,-78
Ain't Them Bodies Saints,96,Drama,6.4,19464,5000000,1075009,2013,-78
Ain't Them Bodies Saints,96,Romance,6.4,19464,5000000,1075009,2013,-78
The Lost Medallion: The Adventures of Billy Stone,97,Adventure,4.9,1502,2500000,549632,2013,-78
The Lost Medallion: The Adventures of Billy Stone,97,Family,4.9,1502,2500000,549632,2013,-78
The Lost Medallion: The Adventures of Billy Stone,97,Fantasy,4.9,1502,2500000,549632,2013,-78
The Professor and the Madman,124,Biography,7.4,10383,25000000,5227233,2019,-79
The Professor and the Madman,124,Drama,7.4,10383,25000000,5227233,2019,-79
The Professor and the Madman,124,Mystery,7.4,10383,25000000,5227233,2019,-79
Misconduct,106,Crime,5.3,13550,11000000,2352511,2016,-79
Misconduct,106,Drama,5.3,13550,11000000,2352511,2016,-79
Misconduct,106,Mystery,5.3,13550,11000000,2352511,2016,-79
Ironclad,121,Action,6.2,38477,25000000,5297411,2011,-79
Ironclad,121,Adventure,6.2,38477,25000000,5297411,2011,-79
Ironclad,121,Drama,6.2,38477,25000000,5297411,2011,-79
The Warrior's Way,100,Action,6.3,24271,42000000,8514325,2010,-80
The Warrior's Way,100,Fantasy,6.3,24271,42000000,8514325,2010,-80
The Warrior's Way,100,Western,6.3,24271,42000000,8514325,2010,-80
The Past is a Grotesque Animal,77,Biography,7.2,118,100000,20056,2014,-80
The Past is a Grotesque Animal,77,Documentary,7.2,118,100000,20056,2014,-80
The Past is a Grotesque Animal,77,Music,7.2,118,100000,20056,2014,-80
The Big Year,100,Comedy,6.2,39522,41000000,7684524,2011,-81
By the Sea,122,Drama,5.3,16206,20000000,3727746,2015,-81
By the Sea,122,Romance,5.3,16206,20000000,3727746,2015,-81
A Better Life,98,Drama,7.2,14602,10000000,1884251,2011,-81
A Better Life,98,Romance,7.2,14602,10000000,1884251,2011,-81
A Better Life,110,Drama,6.6,1519,10000000,1884251,2011,-81
Stone,105,Drama,5.4,38667,22000000,4065020,2010,-82
Stone,105,Thriller,5.4,38667,22000000,4065020,2010,-82
Casino Jack,108,Biography,6.2,16191,12500000,2272186,2010,-82
Casino Jack,108,Comedy,6.2,16191,12500000,2272186,2010,-82
Casino Jack,108,Crime,6.2,16191,12500000,2272186,2010,-82
Counting,111,Documentary,6.0,126,50000,8374,2015,-83
Atlas Shrugged: Who Is John Galt?,99,Drama,4.4,2661,5000000,851690,2014,-83
Atlas Shrugged: Who Is John Galt?,99,Mystery,4.4,2661,5000000,851690,2014,-83
Atlas Shrugged: Who Is John Galt?,99,Sci-Fi,4.4,2661,5000000,851690,2014,-83
It's a Wonderful Afterlife,100,Comedy,5.4,1361,10000000,1642939,2010,-84
It's a Wonderful Afterlife,100,Drama,5.4,1361,10000000,1642939,2010,-84
It's a Wonderful Afterlife,100,Fantasy,5.4,1361,10000000,1642939,2010,-84
Housebound,107,Comedy,6.8,29757,1500000,236863,2014,-84
Housebound,107,Horror,6.8,29757,1500000,236863,2014,-84
Housebound,107,Mystery,6.8,29757,1500000,236863,2014,-84
Parkland,93,Drama,6.4,14036,10000000,1616353,2013,-84
Parkland,93,History,6.4,14036,10000000,1616353,2013,-84
Parkland,93,Mystery,6.4,14036,10000000,1616353,2013,-84
